img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,數發故鄉味的米香
img_20004,119,385,883,348,892,533,128,570,巴上飯包
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,678,674,1209,628,1225,818,694,864,動公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,數發故鄉味的米香
img_20004,119,385,883,348,892,533,128,570,巴上飯包
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20005,415,420,1192,472,1188,526,411,475,精緻平價個人鍋物專賣店
img_20005,1409,553,1520,558,1519,593,1408,589,旗山店
img_20005,1012,564,1318,580,1316,610,1010,594,最低個人鍋物76元起
img_20005,1014,600,1401,620,1400,650,1012,630,白飯飲料冰沙機免費提供
img_20005,1422,592,1694,607,1693,629,1421,615,高雄市旗山區延平一路440F號
img_20005,1430,623,1638,635,1636,661,1428,649,日回花豆鍋物
img_20006,307,694,386,694,386,1350,307,1350,碧玉鍋緻行
img_20006,834,888,877,887,881,1152,838,1153,高電人善麻鋪
img_20006,853,1556,896,1556,896,1754,853,1754,蓬裝米行
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,678,674,1209,628,1225,818,694,864,動公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,數發故鄉味的米香
img_20004,119,385,883,348,892,533,128,570,巴上飯包
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20005,415,420,1192,472,1188,526,411,475,精緻平價個人鍋物專賣店
img_20005,1409,553,1520,558,1519,593,1408,589,旗山店
img_20005,1012,564,1318,580,1316,610,1010,594,最低個人鍋物76元起
img_20005,1014,600,1401,620,1400,650,1012,630,白飯飲料冰沙機免費提供
img_20005,1422,592,1694,607,1693,629,1421,615,高雄市旗山區延平一路440F號
img_20005,1430,623,1638,635,1636,661,1428,649,日回花豆鍋物
img_20006,307,694,386,694,386,1350,307,1350,碧玉鍋緻行
img_20006,834,888,877,887,881,1152,838,1153,高電人善麻鋪
img_20006,853,1556,896,1556,896,1754,853,1754,蓬裝米行
img_20007,35,657,88,657,88,735,35,735,多
img_20007,63,713,132,716,117,1058,49,1055,彩美容美體館
img_20007,680,996,717,992,737,1180,701,1185,買貝美髮殿
img_20007,68,1043,145,1036,149,1087,72,1094,762785
img_20007,39,1060,79,1060,79,1094,39,1094,240
img_20007,644,1251,738,1246,739,1273,645,1278,剪加洗送
img_20007,645,1277,739,1270,741,1294,647,1301,頭皮去角
img_20007,160,1300,181,1300,181,1313,160,1313,M
img_20007,649,1306,743,1300,745,1324,651,1331,燙或染優惠
img_20007,644,1326,740,1323,741,1351,645,1355,送三一
img_20008,910,578,935,577,947,765,922,767,左左氧身美陶
img_20008,54,712,81,712,81,954,54,954,三八鐘頭
img_20008,522,1261,819,1272,818,1307,520,1296,左左氧身美胸專業美學中心
img_20008,335,1280,396,1280,396,1300,335,1300,三
img_20008,857,1302,883,1302,883,1318,857,1318,台中店
img_20009,364,87,884,264,847,367,327,190,不食家汽塑鍋五
img_20009,442,253,881,353,859,446,420,345,品電車膠器金
img_20009,407,364,906,493,874,609,376,479,飲用百製玩百
img_20009,361,496,896,614,875,707,340,589,品料品貨品貝貨
img_20010,862,948,907,940,947,1171,902,1179,台灣一品
img_20010,351,1358,925,1338,929,1466,355,1486,台灣一品
img_20010,346,1501,935,1477,937,1515,348,1538,拉麵與刀削麵RamenslicedNoodles
img_20010,362,1565,737,1549,738,1577,363,1593,CNN點評為台北市最好吃
img_20010,365,1598,728,1583,730,1616,366,1630,NO1必點的蕃茄牛肉麵
img_20011,291,510,342,515,311,845,260,840,建仁堂中藥房
img_20011,471,586,526,586,530,985,474,986,南無阿彌陀佛
img_20011,430,1057,515,1067,511,1096,426,1085,港香蘭
img_20011,431,1082,506,1096,502,1114,428,1101,應用生技Riotd
img_20011,427,1119,538,1134,534,1158,424,1144,建仁堂中藥
img_20011,286,1269,546,1197,576,1298,316,1364,老化中藥房
img_20012,393,247,511,247,511,762,393,762,光德整復
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,678,674,1209,628,1225,818,694,864,動公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,678,674,1209,628,1225,818,694,864,動公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,678,674,1209,628,1225,818,694,864,動公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桂丁土雞串2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,數發故鄉味的米香
img_20004,119,385,883,348,892,533,128,570,巴上飯包
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20005,415,420,1192,472,1188,526,411,475,精緻平價個人鍋物專賣店
img_20005,1409,553,1520,558,1519,593,1408,589,旗山店
img_20005,1012,564,1318,580,1316,610,1010,594,最低個人鍋物76元起
img_20005,1014,600,1401,620,1400,650,1012,630,白飯飲料冰沙機免費提供
img_20005,1422,592,1694,607,1693,629,1421,615,高雄市旗山區延平一路440F號
img_20005,1430,623,1638,635,1636,661,1428,649,日回花豆鍋物
img_20006,307,694,386,694,386,1350,307,1350,碧玉鍋緻行
img_20006,834,888,877,887,881,1152,838,1153,高電人善麻鋪
img_20006,853,1556,896,1556,896,1754,853,1754,蓬裝米行
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,135,661,268,585,327,691,194,768,八
img_20000,678,674,1209,628,1225,818,694,864,動達公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桃丁土雞學2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜鍋
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,證發故鄉味的米香
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20005,415,420,1192,472,1188,526,411,475,精緻平價個人鍋物專賣店
img_20005,1409,553,1520,558,1519,593,1408,589,旗山店
img_20005,1012,564,1318,580,1316,610,1010,594,景低個人鍋切76元起
img_20005,1014,600,1401,620,1400,650,1012,630,白飯飲料冰沙機失費供
img_20005,1430,623,1638,635,1636,661,1428,649,日回花豆鍋物
img_20006,307,694,386,694,386,1350,307,1350,現玉網緻行館
img_20006,834,888,877,887,881,1152,838,1153,高電人善麻鋪
img_20006,853,1556,896,1556,896,1754,853,1754,產錶米行
img_20007,35,657,88,657,88,735,35,735,多
img_20007,63,713,132,716,117,1058,49,1055,鼎美容美體館
img_20007,680,996,717,992,737,1180,701,1185,買貝美髮殿
img_20007,68,1043,145,1036,149,1087,72,1094,62785
img_20007,39,1060,79,1060,79,1094,39,1094,20
img_20007,644,1251,738,1246,739,1273,645,1278,剪加洗送
img_20007,645,1277,739,1270,741,1294,647,1301,頭皮去角
img_20007,649,1306,743,1300,745,1324,651,1331,燙或染優惠
img_20007,644,1326,740,1323,741,1351,645,1355,送送三一
img_20000,364,527,1210,406,1233,576,387,697,0952625027
img_20000,135,661,268,585,327,691,194,768,八
img_20000,678,674,1209,628,1225,818,694,864,動達公司
img_20000,336,701,715,679,725,860,345,882,韓先生
img_20000,946,867,1084,876,1082,919,943,910,郭蘋儀
img_20000,382,911,938,870,941,908,384,949,03新北經字第002919號經紀人
img_20001,82,624,855,712,836,890,62,803,K書會館
img_20001,746,874,1093,900,1089,955,742,930,長青分館2F
img_20002,366,270,507,263,512,367,370,374,79
img_20002,506,322,598,318,599,353,507,357,NT起
img_20002,379,388,579,378,581,420,381,430,義大利麵
img_20002,837,487,1073,480,1077,629,841,635,59
img_20002,152,509,871,504,872,647,153,652,桃丁土雞學2
img_20002,1071,531,1162,531,1162,625,1071,625,元
img_20002,582,735,638,738,623,1021,568,1018,牛肉壽喜鍋
img_20002,658,905,935,915,931,1023,654,1023,99元
img_20003,525,283,673,283,673,810,525,810,圍樂鮮境
img_20003,490,936,708,930,709,965,491,972,精緻涮涮鍋
img_20003,545,1139,605,1139,605,1204,545,1204,素
img_20003,519,1271,680,1268,681,1299,520,1303,物理洽療所
img_20004,906,367,1242,344,1245,382,909,405,證發故鄉味的米香
img_20004,908,412,1196,395,1198,433,910,450,內行人的選擇
img_20004,905,466,1239,446,1242,498,908,519,033566598
img_20005,415,420,1192,472,1188,526,411,475,精緻平價個人鍋物專賣店
img_20005,1409,553,1520,558,1519,593,1408,589,旗山店
img_20005,1012,564,1318,580,1316,610,1010,594,景低個人鍋切76元起
img_20005,1014,600,1401,620,1400,650,1012,630,白飯飲料冰沙機失費供
img_20005,1430,623,1638,635,1636,661,1428,649,日回花豆鍋物
